name	link	tuits	retuits	rteados	followers	following	status	location	Walktrap
@CarlesPalacio	<a href="https://twitter.com/CarlesPalacio" target="_blank">CarlesPalacio</a>	2	0	1	656	348	5810	Catalunya	021
@carlespamies	<a href="https://twitter.com/carlespamies" target="_blank">carlespamies</a>	26	0	5	1178	1103	86670	Castellví d la Marca Catalunya	009
@carlespastor	<a href="https://twitter.com/carlespastor" target="_blank">carlespastor</a>	16	0	1	3697	2984	40912	El Prat de Llobregat	065
@CarlesQueralt	<a href="https://twitter.com/CarlesQueralt" target="_blank">CarlesQueralt</a>	1	0	1	15	89	795	Barcelona	076
@carlestorras	<a href="https://twitter.com/carlestorras" target="_blank">carlestorras</a>	1	0	1	14169	1336	12531	MADRID	009
@CarlesValbuena	<a href="https://twitter.com/CarlesValbuena" target="_blank">CarlesValbuena</a>	6	0	1	103	572	10218	Barcelona	004
@CarlesVallsB	<a href="https://twitter.com/CarlesVallsB" target="_blank">CarlesVallsB</a>	6	0	1	77	87	1167		117
@CarlesVidal	<a href="https://twitter.com/CarlesVidal" target="_blank">CarlesVidal</a>	3	0	1	249	515	5045	Sant Cugat, Barcelona	141
@carloosalba	<a href="https://twitter.com/carloosalba" target="_blank">carloosalba</a>	4	0	1	183	9	31659	Barcelona	012
@Carlos_Martin8	<a href="https://twitter.com/Carlos_Martin8" target="_blank">Carlos_Martin8</a>	0	1	0					346
@CarlosHerediaS	<a href="https://twitter.com/CarlosHerediaS" target="_blank">CarlosHerediaS</a>	4	0	1	218	308	1975	Catalonia	018
@carlosseco75	<a href="https://twitter.com/carlosseco75" target="_blank">carlosseco75</a>	3	0	1	235	423	6082	Corcaigh	114
@CarlotaBongo	<a href="https://twitter.com/CarlotaBongo" target="_blank">CarlotaBongo</a>	3	0	1	79	217	1461		019
@carmaguila	<a href="https://twitter.com/carmaguila" target="_blank">carmaguila</a>	5	0	1	656	959	4723	Barcelona, Catalunya	019
@carme_corominas	<a href="https://twitter.com/carme_corominas" target="_blank">carme_corominas</a>	14	0	1	11	25	3319		027
@carme60pm	<a href="https://twitter.com/carme60pm" target="_blank">carme60pm</a>	8	0	1	333	226	41433		235
@carmecalvell	<a href="https://twitter.com/carmecalvell" target="_blank">carmecalvell</a>	1	0	1	384	767	16762		006
@CarmeCots	<a href="https://twitter.com/CarmeCots" target="_blank">CarmeCots</a>	5	0	1	22	90	1399		009
@CarmePorta	<a href="https://twitter.com/CarmePorta" target="_blank">CarmePorta</a>	1	1	0	2427	2515	12500		345
@carmerieramin	<a href="https://twitter.com/carmerieramin" target="_blank">carmerieramin</a>	7	0	1	418	210	8602		105
@carmesanfeliu2	<a href="https://twitter.com/carmesanfeliu2" target="_blank">carmesanfeliu2</a>	1	0	1	113	202	943	Catalunya	009
@carnedecapital	<a href="https://twitter.com/carnedecapital" target="_blank">carnedecapital</a>	12	0	1	1945	1744	201801	MADRID Pedanias...	081
@carolina_badia	<a href="https://twitter.com/carolina_badia" target="_blank">carolina_badia</a>	9	0	3	29	126	2054	Barcelona	004
@carolinabalmes	<a href="https://twitter.com/carolinabalmes" target="_blank">carolinabalmes</a>	34	0	2	628	1357	24553		091
@CarolinaDoblad	<a href="https://twitter.com/CarolinaDoblad" target="_blank">CarolinaDoblad</a>	1	0	1	47	194	376		320
@CarolSabria	<a href="https://twitter.com/CarolSabria" target="_blank">CarolSabria</a>	1	0	1	13	24	97		012
@carpediem_99	<a href="https://twitter.com/carpediem_99" target="_blank">carpediem_99</a>	1	0	1	45	195	1755		087
@CarrascoLali	<a href="https://twitter.com/CarrascoLali" target="_blank">CarrascoLali</a>	10	0	1	1643	2132	43586		002
@CarreraVila	<a href="https://twitter.com/CarreraVila" target="_blank">CarreraVila</a>	1	0	1	998	2225	14352	Catalunya	030
@CarullaDaniel	<a href="https://twitter.com/CarullaDaniel" target="_blank">CarullaDaniel</a>	9	0	2	1196	1034	36324		018
@casadevall_m	<a href="https://twitter.com/casadevall_m" target="_blank">casadevall_m</a>	6	0	1	23	85	3648		127
@casado_monge	<a href="https://twitter.com/casado_monge" target="_blank">casado_monge</a>	1	0	1	84	138	5503		004
@CasalEsparrec	<a href="https://twitter.com/CasalEsparrec" target="_blank">CasalEsparrec</a>	0	2	0					053
@casamadavalls	<a href="https://twitter.com/casamadavalls" target="_blank">casamadavalls</a>	27	0	1	129	310	16150		009
@cat_endavant	<a href="https://twitter.com/cat_endavant" target="_blank">cat_endavant</a>	0	1	0					009
@cat_farres	<a href="https://twitter.com/cat_farres" target="_blank">cat_farres</a>	0	8	0					004
@cat_sule	<a href="https://twitter.com/cat_sule" target="_blank">cat_sule</a>	1	0	1	30	126	459	catalunya	091
@CATaccio11	<a href="https://twitter.com/CATaccio11" target="_blank">CATaccio11</a>	17	2	1	1600	1908	7288		015
@cataladelsud	<a href="https://twitter.com/cataladelsud" target="_blank">cataladelsud</a>	73	0	1	1154	1886	9980	La Plana, Països Catalans	009
@catalaMaulet	<a href="https://twitter.com/catalaMaulet" target="_blank">catalaMaulet</a>	10	0	1	2668	2877	89556	Camp del Arpa	024
@catalan_si	<a href="https://twitter.com/catalan_si" target="_blank">catalan_si</a>	0	2	0					153
@CatalanRobot	<a href="https://twitter.com/CatalanRobot" target="_blank">CatalanRobot</a>	54	0	2	239	1	22090	Catalonia	034
@Cataleiro	<a href="https://twitter.com/Cataleiro" target="_blank">Cataleiro</a>	9	0	1	170	319	18532	Catalonia	009
@Catalonia1640	<a href="https://twitter.com/Catalonia1640" target="_blank">Catalonia1640</a>	48	0	4	3007	4939	54799		018
@cataloniadirect	<a href="https://twitter.com/cataloniadirect" target="_blank">cataloniadirect</a>	4	0	1	2391	1176	5378	Barcelona, Catalonia	009
@CatalunyaCustom	<a href="https://twitter.com/CatalunyaCustom" target="_blank">CatalunyaCustom</a>	2	0	2	172	342	109	Catalunya	009
@CATaronja	<a href="https://twitter.com/CATaronja" target="_blank">CATaronja</a>	11	0	2	362	620	17001	Catalunya	004
@CatCentralDC	<a href="https://twitter.com/CatCentralDC" target="_blank">CatCentralDC</a>	0	6	0					028
@CatEmprenyat	<a href="https://twitter.com/CatEmprenyat" target="_blank">CatEmprenyat</a>	8	0	1	1995	1059	43393	Catalunya	003
@CaterinaRiMa	<a href="https://twitter.com/CaterinaRiMa" target="_blank">CaterinaRiMa</a>	6	0	2	74	551	906	Sabadell	027
@CaterinaSalvaP	<a href="https://twitter.com/CaterinaSalvaP" target="_blank">CaterinaSalvaP</a>	1	1	0	61	174	772	Mallorca	334
@CatiRodrguez	<a href="https://twitter.com/CatiRodrguez" target="_blank">CatiRodrguez</a>	4	0	1	50	155	2238		042
@CATJRD	<a href="https://twitter.com/CATJRD" target="_blank">CATJRD</a>	39	0	1	260	372	6994	CATALUNYA	009
@CatorzeCat	<a href="https://twitter.com/CatorzeCat" target="_blank">CatorzeCat</a>	1	0	1	25771	3393	30811		116
@catyvall	<a href="https://twitter.com/catyvall" target="_blank">catyvall</a>	8	0	1	108	193	17492		009
@CAVIC_XSagrera	<a href="https://twitter.com/CAVIC_XSagrera" target="_blank">CAVIC_XSagrera</a>	2	0	1	668	715	3548	Centelles Barcelona CAT.1.O	040
@cbonaventura	<a href="https://twitter.com/cbonaventura" target="_blank">cbonaventura</a>	40	0	6	3764	4415	71820	Girona	009
@cbsol1	<a href="https://twitter.com/cbsol1" target="_blank">cbsol1</a>	13	0	4	211	1105	4250	Girona, Catalunya	004
@cchetrit	<a href="https://twitter.com/cchetrit" target="_blank">cchetrit</a>	23	0	1	60	134	3582	Banyoles, Spain	257
@CDBRaval	<a href="https://twitter.com/CDBRaval" target="_blank">CDBRaval</a>	6	0	2	473	101	367	Raval, Barcelona	008
@CdeCake	<a href="https://twitter.com/CdeCake" target="_blank">CdeCake</a>	4	0	1	92	188	2642	Pallejà, Catalunya	052
@CDR_SEulalia	<a href="https://twitter.com/CDR_SEulalia" target="_blank">CDR_SEulalia</a>	12	1	0	501	378	236	L'Hospitalet de Llobregat	333
@CDReferendumVic	<a href="https://twitter.com/CDReferendumVic" target="_blank">CDReferendumVic</a>	5	0	2	758	309	276	Vic, Osona	014
@CDRepublica	<a href="https://twitter.com/CDRepublica" target="_blank">CDRepublica</a>	0	2	0					149
@CDRGironaSalt	<a href="https://twitter.com/CDRGironaSalt" target="_blank">CDRGironaSalt</a>	3	0	1	641	303	359		005
@CDRGoticRaval	<a href="https://twitter.com/CDRGoticRaval" target="_blank">CDRGoticRaval</a>	11	9	0	982	44	497	El Raval, Barcelona	008
@CDRstap	<a href="https://twitter.com/CDRstap" target="_blank">CDRstap</a>	19	0	4	1980	748	830	Sant Andreu de Palomar	005
@cdrvng	<a href="https://twitter.com/cdrvng" target="_blank">cdrvng</a>	50	5	1	1459	38	726	Vilanova i la Geltrú	022
@cedes950	<a href="https://twitter.com/cedes950" target="_blank">cedes950</a>	6	0	1	566	1095	15786	Catalunya	027
@ceditas_lo	<a href="https://twitter.com/ceditas_lo" target="_blank">ceditas_lo</a>	2	0	1	208	236	10123	Barcelona	073
@celesvillaverde	<a href="https://twitter.com/celesvillaverde" target="_blank">celesvillaverde</a>	7	0	1	1700	2336	52654		009
@cellercastellvi	<a href="https://twitter.com/cellercastellvi" target="_blank">cellercastellvi</a>	1	0	1	165	384	196		009
@celmi909	<a href="https://twitter.com/celmi909" target="_blank">celmi909</a>	6	0	2	12403	10461	48219	Clot Bcn	005
@celsodiazgz	<a href="https://twitter.com/celsodiazgz" target="_blank">celsodiazgz</a>	1	0	1	115	316	1114	Barcelona	012
@CemarLidia	<a href="https://twitter.com/CemarLidia" target="_blank">CemarLidia</a>	6	0	1	1091	1808	30837	Castelldefels	003
@cephei_scg	<a href="https://twitter.com/cephei_scg" target="_blank">cephei_scg</a>	1	0	1	45	132	55		009
@cercantcadadia	<a href="https://twitter.com/cercantcadadia" target="_blank">cercantcadadia</a>	1	0	1	88	346	3675		009
@cerezaruth	<a href="https://twitter.com/cerezaruth" target="_blank">cerezaruth</a>	13	0	1	662	707	8708	🇷🇪🇵 🇨🇦🇹🇦🇱🇦🇳🇦	009
@cervera_jess	<a href="https://twitter.com/cervera_jess" target="_blank">cervera_jess</a>	35	0	1	3191	3909	251577	Catalunya, Països Catalans, UE	132
@CescaEsteve	<a href="https://twitter.com/CescaEsteve" target="_blank">CescaEsteve</a>	8	0	1	807	790	65526		009
@Cescanela	<a href="https://twitter.com/Cescanela" target="_blank">Cescanela</a>	1	0	1	92	236	2558	Terrassa	006
@CescBitlloch	<a href="https://twitter.com/CescBitlloch" target="_blank">CescBitlloch</a>	5	0	1	2249	2254	26626	Catalunya Nord	003
@cescrossinyol	<a href="https://twitter.com/cescrossinyol" target="_blank">cescrossinyol</a>	2	0	1	255	750	1336		084
@CescZapata	<a href="https://twitter.com/CescZapata" target="_blank">CescZapata</a>	4	0	1	104	192	7697	Catalunya	004
@cfageda	<a href="https://twitter.com/cfageda" target="_blank">cfageda</a>	28	0	1	571	899	44402	Catalunya	012
@cfrd1909cat	<a href="https://twitter.com/cfrd1909cat" target="_blank">cfrd1909cat</a>	70	0	4	391	457	20882	Reus, Catalunya	009
@cfustepe	<a href="https://twitter.com/cfustepe" target="_blank">cfustepe</a>	3	0	1	12	77	1344		009
@cgarriga1	<a href="https://twitter.com/cgarriga1" target="_blank">cgarriga1</a>	2	0	1	91	228	1923		005
@cgomezgili	<a href="https://twitter.com/cgomezgili" target="_blank">cgomezgili</a>	1	1	0	1139	847	8450	Calella	186
@Ch_llrens	<a href="https://twitter.com/Ch_llrens" target="_blank">Ch_llrens</a>	4	0	3	1509	3260	24014		018
@ChachoAlmaraz	<a href="https://twitter.com/ChachoAlmaraz" target="_blank">ChachoAlmaraz</a>	2	8	0	3134	195	13608	Por el bajo Llobregat	110
@ChanchiFjd	<a href="https://twitter.com/ChanchiFjd" target="_blank">ChanchiFjd</a>	1	0	1	26	237	113		103
@Chanespineda	<a href="https://twitter.com/Chanespineda" target="_blank">Chanespineda</a>	6	0	1	2721	3036	9693	Barcelona (CAT)	029
@charliesbd	<a href="https://twitter.com/charliesbd" target="_blank">charliesbd</a>	9	0	2	1836	2523	7357	República de Catalunya	084
@charliostag	<a href="https://twitter.com/charliostag" target="_blank">charliostag</a>	1	0	1	292	431	8230	La Garriga	009
@chau_10	<a href="https://twitter.com/chau_10" target="_blank">chau_10</a>	8	0	1	136	287	2128		072
@chema182flordel	<a href="https://twitter.com/chema182flordel" target="_blank">chema182flordel</a>	1	0	1	154	140	2995	barcelona   CATALUNYA	009
@CHGjoies	<a href="https://twitter.com/CHGjoies" target="_blank">CHGjoies</a>	1	3	0	1258	505	83621	El Meu Taller ❤	137
@chulidelbruc	<a href="https://twitter.com/chulidelbruc" target="_blank">chulidelbruc</a>	14	0	1	120	611	3635		124
@chuslleida	<a href="https://twitter.com/chuslleida" target="_blank">chuslleida</a>	12	0	1	385	1083	11713	Torrelameu	003
@ChusZ	<a href="https://twitter.com/ChusZ" target="_blank">ChusZ</a>	10	0	1	206	121	13850	Barcelona	017
@cibigibi	<a href="https://twitter.com/cibigibi" target="_blank">cibigibi</a>	5	0	1	10	74	1682		040
@cienciaesfacil	<a href="https://twitter.com/cienciaesfacil" target="_blank">cienciaesfacil</a>	1	0	1	403	515	3588	Barcelona	256
@CifreMA	<a href="https://twitter.com/CifreMA" target="_blank">CifreMA</a>	1	0	1	168	416	832		334
@Cigro2	<a href="https://twitter.com/Cigro2" target="_blank">Cigro2</a>	12	0	2	19	39	2483		009
@CintaArasa	<a href="https://twitter.com/CintaArasa" target="_blank">CintaArasa</a>	6	0	1	1321	1989	6673	Bcn/Tortosa, Països Catalans	005
@CintaEstruch	<a href="https://twitter.com/CintaEstruch" target="_blank">CintaEstruch</a>	2	0	1	30	108	30		153
@circdetarragona	<a href="https://twitter.com/circdetarragona" target="_blank">circdetarragona</a>	0	1	0					077
@ciscopuig	<a href="https://twitter.com/ciscopuig" target="_blank">ciscopuig</a>	2	0	1	865	2421	1171	Gràcia (Barcelona)	027
@CiscuOlivera	<a href="https://twitter.com/CiscuOlivera" target="_blank">CiscuOlivera</a>	8	0	1	175	161	10126	Barcelona, catalan republi	009
@CiscuOrtega	<a href="https://twitter.com/CiscuOrtega" target="_blank">CiscuOrtega</a>	27	0	2	210	403	8393	Vilanova i la Geltrú	028
@Cjaumev	<a href="https://twitter.com/Cjaumev" target="_blank">Cjaumev</a>	28	0	1	974	2003	40287		113
@ClaritaBernat	<a href="https://twitter.com/ClaritaBernat" target="_blank">ClaritaBernat</a>	0	4	0					007
@clarquinyol	<a href="https://twitter.com/clarquinyol" target="_blank">clarquinyol</a>	1	1	0	157	634	1510	Catalunya	326
@ClaudiaFurriols	<a href="https://twitter.com/ClaudiaFurriols" target="_blank">ClaudiaFurriols</a>	3	0	1	164	536	879		014
@ClaudiaMalaret	<a href="https://twitter.com/ClaudiaMalaret" target="_blank">ClaudiaMalaret</a>	2	1	1	95	238	1052	barcelona	351
@Clidice	<a href="https://twitter.com/Clidice" target="_blank">Clidice</a>	13	0	1	832	1126	12762	Montserrat	018
@climent1212	<a href="https://twitter.com/climent1212" target="_blank">climent1212</a>	5	0	2	1314	1300	27911	CATALUNYA	010
@Clio_deries	<a href="https://twitter.com/Clio_deries" target="_blank">Clio_deries</a>	45	0	2	1919	2586	126634		062
@Closed_Eyes77	<a href="https://twitter.com/Closed_Eyes77" target="_blank">Closed_Eyes77</a>	1	0	1	756	635	86345	Nowhere	091
@ClotDecideix	<a href="https://twitter.com/ClotDecideix" target="_blank">ClotDecideix</a>	11	75	1	982	213	804	el Camp de l'Arpa del Clot	005
@CobetEnric	<a href="https://twitter.com/CobetEnric" target="_blank">CobetEnric</a>	8	0	2	131	137	28843		027
@coiaballest	<a href="https://twitter.com/coiaballest" target="_blank">coiaballest</a>	2	0	1	2399	477	4241	Catalunya	331
@cold_karel	<a href="https://twitter.com/cold_karel" target="_blank">cold_karel</a>	2	0	1	148	685	3814	Poitiers	087
@coldskull01	<a href="https://twitter.com/coldskull01" target="_blank">coldskull01</a>	4	0	1	27	210	883	República de Catalunya	012
@CollectiuPraga	<a href="https://twitter.com/CollectiuPraga" target="_blank">CollectiuPraga</a>	2	0	1	8113	373	1001	Catalunya	003
@collimma	<a href="https://twitter.com/collimma" target="_blank">collimma</a>	0	1	0					302
@ComaladaPere	<a href="https://twitter.com/ComaladaPere" target="_blank">ComaladaPere</a>	5	0	1	105	722	535		027
@comanec	<a href="https://twitter.com/comanec" target="_blank">comanec</a>	17	0	1	478	537	29248	Súria	183
@ComasCulub	<a href="https://twitter.com/ComasCulub" target="_blank">ComasCulub</a>	21	0	2	1051	1824	10448	Girona	003
@ComesFrancesc	<a href="https://twitter.com/ComesFrancesc" target="_blank">ComesFrancesc</a>	3	0	1	17	140	543		027
@ComiNicol	<a href="https://twitter.com/ComiNicol" target="_blank">ComiNicol</a>	2	0	1	7	106	222		009
@Compte1899	<a href="https://twitter.com/Compte1899" target="_blank">Compte1899</a>	18	0	1	2025	3579	94059	Catalunya	003
@conceagusti	<a href="https://twitter.com/conceagusti" target="_blank">conceagusti</a>	5	0	1	736	1475	14121	Vilassar de mar-Ripoll	003
@conchitirrin	<a href="https://twitter.com/conchitirrin" target="_blank">conchitirrin</a>	1	0	1	46	624	257		018
@Consol1939	<a href="https://twitter.com/Consol1939" target="_blank">Consol1939</a>	4	0	1	879	1573	46727		129
@ConsolCervera	<a href="https://twitter.com/ConsolCervera" target="_blank">ConsolCervera</a>	2	0	2	304	405	7721	Catalunya	006
@ConstantiMic	<a href="https://twitter.com/ConstantiMic" target="_blank">ConstantiMic</a>	16	0	1	255	784	10789	Vilanova i la Geltrú	018
@contonando	<a href="https://twitter.com/contonando" target="_blank">contonando</a>	3	0	1	379	214	66925		025
@ConxitaR5	<a href="https://twitter.com/ConxitaR5" target="_blank">ConxitaR5</a>	1	0	1	239	378	866	La vida és dura, però no dura.	250
@coralbellesarts	<a href="https://twitter.com/coralbellesarts" target="_blank">coralbellesarts</a>	1	1	0	546	260	500	Sabadell	301
@corbera13	<a href="https://twitter.com/corbera13" target="_blank">corbera13</a>	2	0	1	153	538	1697		091
@CorbetoXita	<a href="https://twitter.com/CorbetoXita" target="_blank">CorbetoXita</a>	8	0	1	273	984	3554		003
@corremons	<a href="https://twitter.com/corremons" target="_blank">corremons</a>	6	0	1	1197	2435	15314	Entre Catalunya i Philippines	004
@correoderobert	<a href="https://twitter.com/correoderobert" target="_blank">correoderobert</a>	2	4	1	2666	857	79844	Barbera del Valles	142
@corruPPtio	<a href="https://twitter.com/corruPPtio" target="_blank">corruPPtio</a>	22	0	4	333	304	34464		012
@COS_elCamp	<a href="https://twitter.com/COS_elCamp" target="_blank">COS_elCamp</a>	10	0	1	424	169	1246	Països Catalans	026
@cosetano2	<a href="https://twitter.com/cosetano2" target="_blank">cosetano2</a>	9	0	2	180	265	8868		083
@COSTAMARTA10	<a href="https://twitter.com/COSTAMARTA10" target="_blank">COSTAMARTA10</a>	41	0	5	861	461	111015	Barcelona- Catalunya	009
@cplanasal	<a href="https://twitter.com/cplanasal" target="_blank">cplanasal</a>	6	0	1	28	49	5073	Barcelona, España	136
@cpuigpuig	<a href="https://twitter.com/cpuigpuig" target="_blank">cpuigpuig</a>	4	0	1	388	570	2639	manresa	003
@Crickro	<a href="https://twitter.com/Crickro" target="_blank">Crickro</a>	3	0	1	155	829	718	Barcelona, Catalunya	003
@Cris_Prasad	<a href="https://twitter.com/Cris_Prasad" target="_blank">Cris_Prasad</a>	1	0	1	189	238	6791	Madrid	086
@CRIS_taconassos	<a href="https://twitter.com/CRIS_taconassos" target="_blank">CRIS_taconassos</a>	4	3	0	4622	2292	75076	Catalunya	134
@CrisCanizares1	<a href="https://twitter.com/CrisCanizares1" target="_blank">CrisCanizares1</a>	0	1	0					298
@crisespique	<a href="https://twitter.com/crisespique" target="_blank">crisespique</a>	4	0	1	19	53	249	Barcelona, catalunya	012
@Crissanpu	<a href="https://twitter.com/Crissanpu" target="_blank">Crissanpu</a>	1	0	1	22	43	179		055
@CristinaAlerm	<a href="https://twitter.com/CristinaAlerm" target="_blank">CristinaAlerm</a>	2	0	1	484	723	9348	#EnsVolemVives	140
@Cristinacrisc	<a href="https://twitter.com/Cristinacrisc" target="_blank">Cristinacrisc</a>	9	0	1	17	123	1274		004
@cristinaoriol	<a href="https://twitter.com/cristinaoriol" target="_blank">cristinaoriol</a>	6	0	1	156	607	3906	Andorra	009
@CristinaSanjust	<a href="https://twitter.com/CristinaSanjust" target="_blank">CristinaSanjust</a>	1	0	1	19	145	42		027
@cristinasola74	<a href="https://twitter.com/cristinasola74" target="_blank">cristinasola74</a>	0	3	0					055
@CristofolOrtola	<a href="https://twitter.com/CristofolOrtola" target="_blank">CristofolOrtola</a>	1	0	1	949	1143	5991	Catalunya, Barcelona, Sants	104
@CROcultura1	<a href="https://twitter.com/CROcultura1" target="_blank">CROcultura1</a>	3	0	1	4	38	279		012
@CSDMNT	<a href="https://twitter.com/CSDMNT" target="_blank">CSDMNT</a>	4	0	1	97	86	3782	Catalunya, però Girona més	112
@csj_cor	<a href="https://twitter.com/csj_cor" target="_blank">csj_cor</a>	1	0	1	384	612	15396		074
@CuadratCh	<a href="https://twitter.com/CuadratCh" target="_blank">CuadratCh</a>	1	0	1	104	647	4142		003
@cucadina2	<a href="https://twitter.com/cucadina2" target="_blank">cucadina2</a>	1	0	1	3	27	422		012
@cucomartinez	<a href="https://twitter.com/cucomartinez" target="_blank">cucomartinez</a>	1	1	1	603	2223	59997		352
@Cucua30Ratusa	<a href="https://twitter.com/Cucua30Ratusa" target="_blank">Cucua30Ratusa</a>	2	0	1	549	655	23804	baleares	104
@CuestaOliver	<a href="https://twitter.com/CuestaOliver" target="_blank">CuestaOliver</a>	2	0	1	458	848	3092		012
@CuevasEnric	<a href="https://twitter.com/CuevasEnric" target="_blank">CuevasEnric</a>	3	0	2	48	168	1077	Tarragona, Catalunya	154
@CUP_ElMasnou	<a href="https://twitter.com/CUP_ElMasnou" target="_blank">CUP_ElMasnou</a>	3	0	1	1638	2390	4585		107
@CUPBarcelona	<a href="https://twitter.com/CUPBarcelona" target="_blank">CUPBarcelona</a>	7	6	1	19446	1580	32803	Barcelona	005
@CUPCelra	<a href="https://twitter.com/CUPCelra" target="_blank">CUPCelra</a>	4	1	1	1844	1085	7384	Celrà, Gironès	018
@cupciutatvella	<a href="https://twitter.com/cupciutatvella" target="_blank">cupciutatvella</a>	4	0	1	2158	907	6736		005
@cuplagarriga	<a href="https://twitter.com/cuplagarriga" target="_blank">cuplagarriga</a>	3	3	0	1828	1562	3397	La Garriga - Països Catalans	140
@CUPManlleu	<a href="https://twitter.com/CUPManlleu" target="_blank">CUPManlleu</a>	3	0	1	1829	947	5395	Manlleu, Països Catalans	062
@CUPMatadepera	<a href="https://twitter.com/CUPMatadepera" target="_blank">CUPMatadepera</a>	1	0	1	417	589	1437	Matadepera, PPCC	336
@CUPPonent	<a href="https://twitter.com/CUPPonent" target="_blank">CUPPonent</a>	1	2	0	1582	1388	2826		008
@CUPRiudoms	<a href="https://twitter.com/CUPRiudoms" target="_blank">CUPRiudoms</a>	1	2	0	916	744	5175	Països Catalans	158
@CUPSabadell	<a href="https://twitter.com/CUPSabadell" target="_blank">CUPSabadell</a>	9	0	1	4361	2459	12933	Sabadell, Països Catalans	072
@CUPSantMarti	<a href="https://twitter.com/CUPSantMarti" target="_blank">CUPSantMarti</a>	10	0	1	2689	1035	12105	Barcelona	005
@cupsants	<a href="https://twitter.com/cupsants" target="_blank">cupsants</a>	2	0	1	3608	1223	19740	Sants, Països Catalans	005
@CUPstap	<a href="https://twitter.com/CUPstap" target="_blank">CUPstap</a>	3	1	0	2167	479	5866	Sant Andreu de Palomar	005
@CUPTarragona	<a href="https://twitter.com/CUPTarragona" target="_blank">CUPTarragona</a>	18	10	0	4044	1378	21590	Tarragona, Països Catalans	024
@cupvobm	<a href="https://twitter.com/cupvobm" target="_blank">cupvobm</a>	11	0	1	123	213	1788	Vallès Oriental-Baix Montseny	140
@cvfluri	<a href="https://twitter.com/cvfluri" target="_blank">cvfluri</a>	0	1	0					009
@CVinardell	<a href="https://twitter.com/CVinardell" target="_blank">CVinardell</a>	12	0	1	986	3747	30753		004
@CyanLemonTree	<a href="https://twitter.com/CyanLemonTree" target="_blank">CyanLemonTree</a>	0	1	0					295
@Daavidm1108	<a href="https://twitter.com/Daavidm1108" target="_blank">Daavidm1108</a>	3	0	1	85	182	2746	Barcelona, Catalunya, Europe	083
@Dabidik	<a href="https://twitter.com/Dabidik" target="_blank">Dabidik</a>	2	0	1	489	749	6516	Iruñea - Pamplona	045
@dadma2010	<a href="https://twitter.com/dadma2010" target="_blank">dadma2010</a>	16	0	1	848	1840	28810		009
@daesga	<a href="https://twitter.com/daesga" target="_blank">daesga</a>	21	0	1	222	1069	19428	CORNUDELLA, CATALUNYA	076
@DaliEnfurismada	<a href="https://twitter.com/DaliEnfurismada" target="_blank">DaliEnfurismada</a>	34	0	8	611	699	47271	Badalona	009
@damontanya	<a href="https://twitter.com/damontanya" target="_blank">damontanya</a>	3	0	1	303	621	10085	Aquí	006
@dancrosas	<a href="https://twitter.com/dancrosas" target="_blank">dancrosas</a>	1	1	0	43	23	263		291
@Dani80CKY	<a href="https://twitter.com/Dani80CKY" target="_blank">Dani80CKY</a>	1	0	1	62	340	5970		003
@DaniCobos30	<a href="https://twitter.com/DaniCobos30" target="_blank">DaniCobos30</a>	4	2	0	21	105	221		164
@danicornella	<a href="https://twitter.com/danicornella" target="_blank">danicornella</a>	8	9	1	1733	1300	3265	Celrà	112
@daniebomber	<a href="https://twitter.com/daniebomber" target="_blank">daniebomber</a>	7	0	1	36	215	2413		010
@daniel8es8	<a href="https://twitter.com/daniel8es8" target="_blank">daniel8es8</a>	6	0	1	119	629	6879	Ubicuo	003
@DanielAlmogaver	<a href="https://twitter.com/DanielAlmogaver" target="_blank">DanielAlmogaver</a>	8	0	1	80	110	8660		106
@danielbetoret	<a href="https://twitter.com/danielbetoret" target="_blank">danielbetoret</a>	13	0	1	791	604	9109	Alacant	040
@danieledibi88	<a href="https://twitter.com/danieledibi88" target="_blank">danieledibi88</a>	1	0	1	387	1352	6979	IT FR CAT DE UK USA	091
@DanielGanxets	<a href="https://twitter.com/DanielGanxets" target="_blank">DanielGanxets</a>	2	0	1	633	1485	2360		009
@DanielMiragall	<a href="https://twitter.com/DanielMiragall" target="_blank">DanielMiragall</a>	1	0	1	119	96	1710	Vallès Oc., BCN (Catalunya)	003
@DanielRBcn	<a href="https://twitter.com/DanielRBcn" target="_blank">DanielRBcn</a>	4	0	2	137	276	2704	Terrassa, España	076
@danielrofin	<a href="https://twitter.com/danielrofin" target="_blank">danielrofin</a>	2	0	1	114	197	185		005
@danieltorrelles	<a href="https://twitter.com/danieltorrelles" target="_blank">danieltorrelles</a>	15	2	2	4369	749	159358	Barcelona - Catalunya	037
@DaniMartiGarin	<a href="https://twitter.com/DaniMartiGarin" target="_blank">DaniMartiGarin</a>	5	0	1	135	165	1011		314
@danitonski	<a href="https://twitter.com/danitonski" target="_blank">danitonski</a>	4	0	1	606	561	7962	Reus, Catalunya	001
@DANNYWAVE75	<a href="https://twitter.com/DANNYWAVE75" target="_blank">DANNYWAVE75</a>	6	0	1	5	177	1994	Sant Pere de Ribes, Espanya	009
@Danyledes3	<a href="https://twitter.com/Danyledes3" target="_blank">Danyledes3</a>	1	0	1	52	197	58	Rellinars	019
@daranas_jordi	<a href="https://twitter.com/daranas_jordi" target="_blank">daranas_jordi</a>	2	0	1	168	542	689	Vidreres	027
@DAriasComamala	<a href="https://twitter.com/DAriasComamala" target="_blank">DAriasComamala</a>	1	0	1	74	308	134	Figueres, España	111
