name	link	tuits	retuits	rteados	followers	following	status	location	Walktrap
@joreyesce	<a href="https://twitter.com/joreyesce" target="_blank">joreyesce</a>	3	0	1	2	82	372	Barcelona, Cataluña	013
@jorgellaudet	<a href="https://twitter.com/jorgellaudet" target="_blank">jorgellaudet</a>	1	0	1	67	229	2641	Begur	001
@JorgeRodriz_	<a href="https://twitter.com/JorgeRodriz_" target="_blank">JorgeRodriz_</a>	0	1	0					150
@jorgomp	<a href="https://twitter.com/jorgomp" target="_blank">jorgomp</a>	1	0	1	483	1335	1980	http://jorgomp.tumblr.com/	056
@JornetAlba	<a href="https://twitter.com/JornetAlba" target="_blank">JornetAlba</a>	2	0	1	143	210	2288		001
@jose_alcibar	<a href="https://twitter.com/jose_alcibar" target="_blank">jose_alcibar</a>	4	0	1	168	542	5330		072
@jose_gavalda	<a href="https://twitter.com/jose_gavalda" target="_blank">jose_gavalda</a>	3	0	1	98	142	17415	Ulldecona, Catalunya	001
@jose_Lwayne	<a href="https://twitter.com/jose_Lwayne" target="_blank">jose_Lwayne</a>	1	0	1	385	514	7386	Sevilla/Malaga/Cadiz	080
@JoseMari2013	<a href="https://twitter.com/JoseMari2013" target="_blank">JoseMari2013</a>	2	0	1	186	568	5420	Tarragona	091
@josemsantasusan	<a href="https://twitter.com/josemsantasusan" target="_blank">josemsantasusan</a>	5	0	1	139	166	4054		070
@Josep_Pujol_	<a href="https://twitter.com/Josep_Pujol_" target="_blank">Josep_Pujol_</a>	2	0	1	456	647	31347	Girona	174
@josep_torrens	<a href="https://twitter.com/josep_torrens" target="_blank">josep_torrens</a>	2	0	1	396	650	13298	Barcelona	001
@Josep10Marti	<a href="https://twitter.com/Josep10Marti" target="_blank">Josep10Marti</a>	13	0	1	59	134	2856		001
@JosepAlmirall	<a href="https://twitter.com/JosepAlmirall" target="_blank">JosepAlmirall</a>	2	0	1	642	1570	7734	Catalunya	009
@JosepAntonell	<a href="https://twitter.com/JosepAntonell" target="_blank">JosepAntonell</a>	2	0	1	52	160	3426		068
@josepcapsa	<a href="https://twitter.com/josepcapsa" target="_blank">josepcapsa</a>	5	0	1	300	1537	7164		268
@JOSEPCOLOM	<a href="https://twitter.com/JOSEPCOLOM" target="_blank">JOSEPCOLOM</a>	3	0	1	774	2653	9816	Catalunya	137
@Josepcomasarq	<a href="https://twitter.com/Josepcomasarq" target="_blank">Josepcomasarq</a>	2	0	1	241	424	2990	Catalunya	239
@JOSEPGELABERT	<a href="https://twitter.com/JOSEPGELABERT" target="_blank">JOSEPGELABERT</a>	7	0	1	180	1778	4456	Catalunya	181
@JosepGorina	<a href="https://twitter.com/JosepGorina" target="_blank">JosepGorina</a>	10	1	0	292	586	13557	Madrid	151
@JosepMCorbella	<a href="https://twitter.com/JosepMCorbella" target="_blank">JosepMCorbella</a>	4	0	1	479	262	7208	Catalunya	006
@JosepMMontaner	<a href="https://twitter.com/JosepMMontaner" target="_blank">JosepMMontaner</a>	2	5	0	604	990	3748	Solsona-Olius-Sant Andreu	015
@JosepNomen	<a href="https://twitter.com/JosepNomen" target="_blank">JosepNomen</a>	1	0	1	24	53	357		019
@JosepRuaix	<a href="https://twitter.com/JosepRuaix" target="_blank">JosepRuaix</a>	74	0	2	1256	3755	57222		048
@JosepRufa	<a href="https://twitter.com/JosepRufa" target="_blank">JosepRufa</a>	4	1	0	1189	1770	9568	La Selva del Camp	008
@josepvinyals	<a href="https://twitter.com/josepvinyals" target="_blank">josepvinyals</a>	4	0	1	202	528	1451	Vall del Tenes, V. Oriental	158
@JoSerrallonga	<a href="https://twitter.com/JoSerrallonga" target="_blank">JoSerrallonga</a>	9	0	2	73	85	9085	Catalunya	001
@JOSESANCHEZGAR2	<a href="https://twitter.com/JOSESANCHEZGAR2" target="_blank">JOSESANCHEZGAR2</a>	8	0	1	109	203	6366		132
@JosLuisRB	<a href="https://twitter.com/JosLuisRB" target="_blank">JosLuisRB</a>	1	0	1	216	247	1297		080
@jovenmaori	<a href="https://twitter.com/jovenmaori" target="_blank">jovenmaori</a>	23	5	0	1867	2274	152262	Euskal Herria	063
@jpararolsb	<a href="https://twitter.com/jpararolsb" target="_blank">jpararolsb</a>	3	0	1	17	114	1372	Olot, Catalunya	109
@JPeiroV	<a href="https://twitter.com/JPeiroV" target="_blank">JPeiroV</a>	5	0	1	248	229	20790		060
@jpodrit	<a href="https://twitter.com/jpodrit" target="_blank">jpodrit</a>	1	0	1	113	794	263		019
@jpp902s2	<a href="https://twitter.com/jpp902s2" target="_blank">jpp902s2</a>	14	0	1	702	594	36761		019
@jprez40	<a href="https://twitter.com/jprez40" target="_blank">jprez40</a>	6	0	1	905	746	29784	Euzkadi	092
@jps1002	<a href="https://twitter.com/jps1002" target="_blank">jps1002</a>	1	0	1	0	14	55		096
@JredondoK	<a href="https://twitter.com/JredondoK" target="_blank">JredondoK</a>	15	0	1	290	227	40899		001
@JRenalias	<a href="https://twitter.com/JRenalias" target="_blank">JRenalias</a>	3	0	1	77	159	7896	Catalunya	071
@jromeuca	<a href="https://twitter.com/jromeuca" target="_blank">jromeuca</a>	9	0	4	443	1295	16372	Sant Pere de Riudebitlles	013
@jruiz_gonzalez	<a href="https://twitter.com/jruiz_gonzalez" target="_blank">jruiz_gonzalez</a>	1	2	0	17	66	211	Manresa	114
@jsbassols	<a href="https://twitter.com/jsbassols" target="_blank">jsbassols</a>	5	0	1	49	279	3571		019
@jsolecluet	<a href="https://twitter.com/jsolecluet" target="_blank">jsolecluet</a>	6	0	1	375	698	27061	Valls	001
@jsoler63	<a href="https://twitter.com/jsoler63" target="_blank">jsoler63</a>	6	0	3	4174	3922	118474		070
@jtorner	<a href="https://twitter.com/jtorner" target="_blank">jtorner</a>	1	0	1	935	822	3706	Zumarraga	107
@jtrosique	<a href="https://twitter.com/jtrosique" target="_blank">jtrosique</a>	1	0	1	1884	1700	23145	Barcelona	016
@juancaalvarezg	<a href="https://twitter.com/juancaalvarezg" target="_blank">juancaalvarezg</a>	15	0	1	186	1063	3527	BARCELONA - DARLINGTON (UK)	251
@juandi	<a href="https://twitter.com/juandi" target="_blank">juandi</a>	9	0	2	137	411	4661		066
@JuanmaGon_	<a href="https://twitter.com/JuanmaGon_" target="_blank">JuanmaGon_</a>	1	0	1	2247	2347	4675	l'Hospitalet de Llobregat	013
@JuanManuel1971	<a href="https://twitter.com/JuanManuel1971" target="_blank">JuanManuel1971</a>	9	0	1	4	47	472	Catalunya	044
@Juanmi_News	<a href="https://twitter.com/Juanmi_News" target="_blank">Juanmi_News</a>	6	39	0	49529	112	99605	Sevilla	072
@juanmiiiii	<a href="https://twitter.com/juanmiiiii" target="_blank">juanmiiiii</a>	1	0	1	170	164	4348	Mérida, Extremadura	080
@JuanRamonArnau	<a href="https://twitter.com/JuanRamonArnau" target="_blank">JuanRamonArnau</a>	11	0	1	160	337	27175		019
@JuanviSanchezG	<a href="https://twitter.com/JuanviSanchezG" target="_blank">JuanviSanchezG</a>	1	0	1	328	446	4968	El Ronquillo, Sevilla	080
@JuditDs	<a href="https://twitter.com/JuditDs" target="_blank">JuditDs</a>	2	0	1	479	722	1184		216
@judsediciosa	<a href="https://twitter.com/judsediciosa" target="_blank">judsediciosa</a>	0	3	0					109
@JulianAssange	<a href="https://twitter.com/JulianAssange" target="_blank">JulianAssange</a>	2	1	0	438828	1	3018	Everywhere	145
@juliangrau	<a href="https://twitter.com/juliangrau" target="_blank">juliangrau</a>	45	0	1	1791	2139	156693	Bueno pues molt bé pues adiós.	049
@junimont	<a href="https://twitter.com/junimont" target="_blank">junimont</a>	14	0	1	492	1102	24286		019
@JuntsPelSiTram8	<a href="https://twitter.com/JuntsPelSiTram8" target="_blank">JuntsPelSiTram8</a>	2	0	1	64	128	1455		001
@JuntsSi	<a href="https://twitter.com/JuntsSi" target="_blank">JuntsSi</a>	9	0	1	85	321	6229		071
@JUSEPOO	<a href="https://twitter.com/JUSEPOO" target="_blank">JUSEPOO</a>	1	0	1	12	145	424		068
@jvallesdalmau68	<a href="https://twitter.com/jvallesdalmau68" target="_blank">jvallesdalmau68</a>	2	0	1	34	103	1073		172
@jvallsr	<a href="https://twitter.com/jvallsr" target="_blank">jvallsr</a>	5	0	1	76	251	1720		001
@jvintrom	<a href="https://twitter.com/jvintrom" target="_blank">jvintrom</a>	2	0	1	221	651	3019	Hospitalet de Llobregat	011
@JXoy	<a href="https://twitter.com/JXoy" target="_blank">JXoy</a>	1	0	1	109	72	155		006
@jxufren	<a href="https://twitter.com/jxufren" target="_blank">jxufren</a>	19	0	1	99	348	10658	Barcelona	142
@K3f3s	<a href="https://twitter.com/K3f3s" target="_blank">K3f3s</a>	2	0	1	40	254	1146	STV	001
@KaiRasmusen	<a href="https://twitter.com/KaiRasmusen" target="_blank">KaiRasmusen</a>	9	0	2	121	769	12749	maresme	019
@kaitomanker	<a href="https://twitter.com/kaitomanker" target="_blank">kaitomanker</a>	5	3	0	387	701	5322	Cerdanyola del Vallès, España	104
@kaixo001	<a href="https://twitter.com/kaixo001" target="_blank">kaixo001</a>	4	0	1	21	56	2065		070
@KaleZale	<a href="https://twitter.com/KaleZale" target="_blank">KaleZale</a>	1	1	0	425	798	6156	Atarrabia	144
@KaliYuga13	<a href="https://twitter.com/KaliYuga13" target="_blank">KaliYuga13</a>	20	0	2	343	223	85100		013
@kamusada	<a href="https://twitter.com/kamusada" target="_blank">kamusada</a>	1	0	1	76	651	266		071
@kanyabel	<a href="https://twitter.com/kanyabel" target="_blank">kanyabel</a>	7	0	2	623	550	49805	barcelona	113
@karmaatB	<a href="https://twitter.com/karmaatB" target="_blank">karmaatB</a>	11	0	1	203	248	23493	Barcelona	005
@karobur57	<a href="https://twitter.com/karobur57" target="_blank">karobur57</a>	6	0	1	640	874	29394	Gràcia, Barcelona , Catalunya	066
@Karolll70	<a href="https://twitter.com/Karolll70" target="_blank">Karolll70</a>	15	0	1	1395	1266	51913	Sitges, República de Catalunya	007
@Karuna456	<a href="https://twitter.com/Karuna456" target="_blank">Karuna456</a>	6	0	1	215	587	10111	Barcelona, Catalunya, UE	019
@kataklock	<a href="https://twitter.com/kataklock" target="_blank">kataklock</a>	28	2	0	1499	2819	42283	República Catalana	142
@kavisvaski	<a href="https://twitter.com/kavisvaski" target="_blank">kavisvaski</a>	4	1	0	92	212	2085		001
@kel100a	<a href="https://twitter.com/kel100a" target="_blank">kel100a</a>	19	0	1	1268	1853	17732	Sarrià(BCN)Moianès-CATALUNYA🌍	066
@kikucule	<a href="https://twitter.com/kikucule" target="_blank">kikucule</a>	24	0	1	6890	5740	231029	Barcelona, Catalunya	257
@kikupipo	<a href="https://twitter.com/kikupipo" target="_blank">kikupipo</a>	37	0	1	8646	7051	385845		007
@kim_soler	<a href="https://twitter.com/kim_soler" target="_blank">kim_soler</a>	3	47	0	10659	2802	26466	Catalonia, Europe, World	007
@kimet4z	<a href="https://twitter.com/kimet4z" target="_blank">kimet4z</a>	2	0	2	47	148	1625	CATALUNYA	028
@kinagracia	<a href="https://twitter.com/kinagracia" target="_blank">kinagracia</a>	3	0	2	171	964	1587	quàntica, a mil llocs d CAT	022
@kinbota	<a href="https://twitter.com/kinbota" target="_blank">kinbota</a>	42	0	3	191	225	44853		019
@kiwam74	<a href="https://twitter.com/kiwam74" target="_blank">kiwam74</a>	11	0	1	988	1935	16100	Palamós, Girona, Catalunya	001
@KnoDemagog	<a href="https://twitter.com/KnoDemagog" target="_blank">KnoDemagog</a>	13	0	1	157	569	11348	Barcelona	001
@knoxtgn	<a href="https://twitter.com/knoxtgn" target="_blank">knoxtgn</a>	2	4	0	813	1627	9801	Tarragona, Països Catalans	032
@kodina59	<a href="https://twitter.com/kodina59" target="_blank">kodina59</a>	4	1	0	314	833	6214		020
@Koldobikax	<a href="https://twitter.com/Koldobikax" target="_blank">Koldobikax</a>	4	0	2	105	439	6203	Euskal Herria	021
@Koli_89	<a href="https://twitter.com/Koli_89" target="_blank">Koli_89</a>	8	0	5	323	1117	7799	Catalanament....casserrenc!	031
@komachek	<a href="https://twitter.com/komachek" target="_blank">komachek</a>	1	0	1	851	571	4083	Barcelona	007
@konstantiniev	<a href="https://twitter.com/konstantiniev" target="_blank">konstantiniev</a>	2	0	1	94	182	12959	Catalunya	086
@Kquim23	<a href="https://twitter.com/Kquim23" target="_blank">Kquim23</a>	17	0	1	198	439	17175		082
@KseniaAxelroud	<a href="https://twitter.com/KseniaAxelroud" target="_blank">KseniaAxelroud</a>	1	0	1	20	108	379		071
@kserradell	<a href="https://twitter.com/kserradell" target="_blank">kserradell</a>	2	0	1	290	424	4843	Barcelona	001
@Kstlla	<a href="https://twitter.com/Kstlla" target="_blank">Kstlla</a>	3	0	1	187	162	5736	Futura enginyera Industrial	183
@kuira_ba1	<a href="https://twitter.com/kuira_ba1" target="_blank">kuira_ba1</a>	1	0	1	33	298	139		008
@La_kiSki	<a href="https://twitter.com/La_kiSki" target="_blank">La_kiSki</a>	0	1	0					001
@Laaaaaia	<a href="https://twitter.com/Laaaaaia" target="_blank">Laaaaaia</a>	2	1	0	272	397	4282	Barcelona, Catalunya	115
@LaDiferencial	<a href="https://twitter.com/LaDiferencial" target="_blank">LaDiferencial</a>	15	0	1	747	1379	17184	Catalunya. #SíSí	129
@LADY_WITS	<a href="https://twitter.com/LADY_WITS" target="_blank">LADY_WITS</a>	5	0	1	839	1957	15490	CATALUNYA	001
@LaHaine__	<a href="https://twitter.com/LaHaine__" target="_blank">LaHaine__</a>	2	0	1	424	356	30051		085
@LaHonorata	<a href="https://twitter.com/LaHonorata" target="_blank">LaHonorata</a>	1	0	1	1399	2205	13131	Del #Vallès #Catalunya	014
@LaiaMateos	<a href="https://twitter.com/LaiaMateos" target="_blank">LaiaMateos</a>	3	2	0	391	1698	8093		111
@LaiaTw	<a href="https://twitter.com/LaiaTw" target="_blank">LaiaTw</a>	1	0	1	173	109	1572		081
@Laieti	<a href="https://twitter.com/Laieti" target="_blank">Laieti</a>	3	0	1	569	2102	4338		222
@Lakshmi0606	<a href="https://twitter.com/Lakshmi0606" target="_blank">Lakshmi0606</a>	3	0	1	265	277	3083		001
@Laksmizz	<a href="https://twitter.com/Laksmizz" target="_blank">Laksmizz</a>	6	1	0	14291	12365	14934	Reus / New York ||★||	277
@LaloUrbanoM	<a href="https://twitter.com/LaloUrbanoM" target="_blank">LaloUrbanoM</a>	2	0	1	15041	5492	15983		044
@lalscoms	<a href="https://twitter.com/lalscoms" target="_blank">lalscoms</a>	2	0	1	193	1011	3842	Barcelona	001
@lamarta	<a href="https://twitter.com/lamarta" target="_blank">lamarta</a>	24	0	1	954	926	43584	Catalunya	019
@landazuria	<a href="https://twitter.com/landazuria" target="_blank">landazuria</a>	1	0	1	169	91	14370		071
@lanicolass	<a href="https://twitter.com/lanicolass" target="_blank">lanicolass</a>	7	0	1	353	237	23381		125
@LaNinaCabrea	<a href="https://twitter.com/LaNinaCabrea" target="_blank">LaNinaCabrea</a>	1	0	1	666	421	2139		095
@LaPiuletaPiula	<a href="https://twitter.com/LaPiuletaPiula" target="_blank">LaPiuletaPiula</a>	4	0	1	142	121	4812	Barcelona, Catalunya	001
@lAseDelsCops	<a href="https://twitter.com/lAseDelsCops" target="_blank">lAseDelsCops</a>	0	1	0					011
@lasilviaijo	<a href="https://twitter.com/lasilviaijo" target="_blank">lasilviaijo</a>	44	0	4	313	857	37421		001
@lasolemia	<a href="https://twitter.com/lasolemia" target="_blank">lasolemia</a>	2	0	1	357	857	14013		070
@LastSeason1	<a href="https://twitter.com/LastSeason1" target="_blank">LastSeason1</a>	1	0	1	14	68	311	Barcelona, Cataluña	010
@lau97l	<a href="https://twitter.com/lau97l" target="_blank">lau97l</a>	2	0	1	230	143	10373	Catalunya, Països Catalans	106
@laura_megias	<a href="https://twitter.com/laura_megias" target="_blank">laura_megias</a>	1	0	1	471	385	7039	Catalunya	006
@Laura_Poch	<a href="https://twitter.com/Laura_Poch" target="_blank">Laura_Poch</a>	1	0	1	121	217	168		001
@Laura050777	<a href="https://twitter.com/Laura050777" target="_blank">Laura050777</a>	2	0	1	30	66	732		109
@lauraaranv	<a href="https://twitter.com/lauraaranv" target="_blank">lauraaranv</a>	2	2	0	207	62	1729		276
@LauraGranadosW	<a href="https://twitter.com/LauraGranadosW" target="_blank">LauraGranadosW</a>	2	0	1	503	992	3627	Catalunya	001
@lauram489	<a href="https://twitter.com/lauram489" target="_blank">lauram489</a>	1	0	1	57	674	2403		001
@LaurAndreu	<a href="https://twitter.com/LaurAndreu" target="_blank">LaurAndreu</a>	2	0	1	115	230	288		001
@Laurarenas66	<a href="https://twitter.com/Laurarenas66" target="_blank">Laurarenas66</a>	1	1	1	5799	1837	55502	#SC #BM #CAT	287
@laurioak	<a href="https://twitter.com/laurioak" target="_blank">laurioak</a>	0	1	0					275
@lcambronerot	<a href="https://twitter.com/lcambronerot" target="_blank">lcambronerot</a>	1	0	1	63	158	389	Barcelona	007
@lcc_luisa	<a href="https://twitter.com/lcc_luisa" target="_blank">lcc_luisa</a>	9	0	1	1977	2044	56956	Horta.Barcelona.Catalunya	019
@lcubota	<a href="https://twitter.com/lcubota" target="_blank">lcubota</a>	4	0	1	56	191	1365	Barcelona	001
@leia4u	<a href="https://twitter.com/leia4u" target="_blank">leia4u</a>	1	0	1	233	360	18412	Una galaxia muy lejana	084
@leniovitz	<a href="https://twitter.com/leniovitz" target="_blank">leniovitz</a>	1	0	1	785	932	5138		056
@leoarroyo13	<a href="https://twitter.com/leoarroyo13" target="_blank">leoarroyo13</a>	3	0	1	182	439	7440	República de Catalunya	001
@leoneti	<a href="https://twitter.com/leoneti" target="_blank">leoneti</a>	3	0	1	140	287	30651		155
@lesdelmambo	<a href="https://twitter.com/lesdelmambo" target="_blank">lesdelmambo</a>	0	1	0					278
@lesportiucat	<a href="https://twitter.com/lesportiucat" target="_blank">lesportiucat</a>	1	12	0	32272	661	19052	Catalunya	083
@li_ar	<a href="https://twitter.com/li_ar" target="_blank">li_ar</a>	3	0	1	533	265	3753		001
@liante10	<a href="https://twitter.com/liante10" target="_blank">liante10</a>	4	0	1	72	89	872		070
@Liavva	<a href="https://twitter.com/Liavva" target="_blank">Liavva</a>	0	1	0					272
@linuxnow	<a href="https://twitter.com/linuxnow" target="_blank">linuxnow</a>	1	1	0	94	246	2510		016
@littleisagg	<a href="https://twitter.com/littleisagg" target="_blank">littleisagg</a>	1	0	1	105	166	6095	Barcelona, Catalunya	009
@lizcastro	<a href="https://twitter.com/lizcastro" target="_blank">lizcastro</a>	11	0	2	30429	4716	119908	Massachusetts/Barcelona	065
@ll_espluga	<a href="https://twitter.com/ll_espluga" target="_blank">ll_espluga</a>	0	2	0					117
@LlanitoPol	<a href="https://twitter.com/LlanitoPol" target="_blank">LlanitoPol</a>	17	0	1	1277	517	62768	Gibraltar	081
@llatelodije	<a href="https://twitter.com/llatelodije" target="_blank">llatelodije</a>	2	0	1	84	389	582	BARCELONA	094
@llcapdevila	<a href="https://twitter.com/llcapdevila" target="_blank">llcapdevila</a>	5	0	1	463	342	17167		001
@lleonartf	<a href="https://twitter.com/lleonartf" target="_blank">lleonartf</a>	5	0	2	43	30	6709		019
@lletres	<a href="https://twitter.com/lletres" target="_blank">lletres</a>	3	0	1	19361	760	43958	Catalunya	057
@Llibertatcat	<a href="https://twitter.com/Llibertatcat" target="_blank">Llibertatcat</a>	18	5	0	23922	17014	54723	Països Catalans	090
@llibertmargalef	<a href="https://twitter.com/llibertmargalef" target="_blank">llibertmargalef</a>	14	0	1	143	253	5680		044
@lloretmontse	<a href="https://twitter.com/lloretmontse" target="_blank">lloretmontse</a>	15	0	1	187	213	19738	Castellcir, Catalunya	001
@LloretRomero	<a href="https://twitter.com/LloretRomero" target="_blank">LloretRomero</a>	5	0	1	377	685	6494	Barcelona, Catalunya	127
@LluciaJulbe	<a href="https://twitter.com/LluciaJulbe" target="_blank">LluciaJulbe</a>	11	0	1	15	189	1770	Rheinfelden Deutschland	001
@lluiispujaadas	<a href="https://twitter.com/lluiispujaadas" target="_blank">lluiispujaadas</a>	1	0	1	20	65	125		071
@Lluis_Casanovas	<a href="https://twitter.com/Lluis_Casanovas" target="_blank">Lluis_Casanovas</a>	37	12	0	9179	7066	199607	Reus and Cambrils, Catalunya .	020
@lluis_soler	<a href="https://twitter.com/lluis_soler" target="_blank">lluis_soler</a>	4	0	1	2538	2579	1794	Deltebre	071
@LluisaGaGa	<a href="https://twitter.com/LluisaGaGa" target="_blank">LluisaGaGa</a>	4	0	1	477	606	32408	Flix, Catalunya	001
@LluisCatala	<a href="https://twitter.com/LluisCatala" target="_blank">LluisCatala</a>	3	0	1	434	334	8174	Alcover	193
@LluisDeMar	<a href="https://twitter.com/LluisDeMar" target="_blank">LluisDeMar</a>	21	0	2	129	134	32488	Catalunya lliure	001
@LluisDilme	<a href="https://twitter.com/LluisDilme" target="_blank">LluisDilme</a>	1	1	0	171	215	2695	Catalonia	007
@Lluisgin	<a href="https://twitter.com/Lluisgin" target="_blank">Lluisgin</a>	5	0	1	122	249	1312	Flaça	010
@lluismajo	<a href="https://twitter.com/lluismajo" target="_blank">lluismajo</a>	2	0	1	44	119	493		001
@LluisMarco1	<a href="https://twitter.com/LluisMarco1" target="_blank">LluisMarco1</a>	18	0	1	1585	529	17668	Catalunya	001
@lluismundet	<a href="https://twitter.com/lluismundet" target="_blank">lluismundet</a>	5	0	1	4343	4543	65680	Girona, Catalunya i Brasil	006
@lluisvn	<a href="https://twitter.com/lluisvn" target="_blank">lluisvn</a>	3	0	1	22	102	2529		071
@llumenera	<a href="https://twitter.com/llumenera" target="_blank">llumenera</a>	1	1	0	1018	878	9322	Vila de Gràcia, Catalunya	038
@llunavermella	<a href="https://twitter.com/llunavermella" target="_blank">llunavermella</a>	166	0	1	3532	791	445765	catalunya	089
@LMadurell	<a href="https://twitter.com/LMadurell" target="_blank">LMadurell</a>	11	0	1	582	437	25159		007
@lmbarcelo	<a href="https://twitter.com/lmbarcelo" target="_blank">lmbarcelo</a>	5	0	1	762	2138	22908	barcelona	039
@LMDreamerOnly	<a href="https://twitter.com/LMDreamerOnly" target="_blank">LMDreamerOnly</a>	1	0	1	687	496	20144	Huelva-Madrid	085
@lnp88	<a href="https://twitter.com/lnp88" target="_blank">lnp88</a>	2	0	1	17	167	42		038
@locadelxsgatxs	<a href="https://twitter.com/locadelxsgatxs" target="_blank">locadelxsgatxs</a>	1	0	1	6	46	264		019
@lolimuar	<a href="https://twitter.com/lolimuar" target="_blank">lolimuar</a>	4	0	1	911	1319	19232	Catalunya	056
@lonelyboy_adria	<a href="https://twitter.com/lonelyboy_adria" target="_blank">lonelyboy_adria</a>	1	0	1	17	85	833		092
@lopalangana	<a href="https://twitter.com/lopalangana" target="_blank">lopalangana</a>	5	0	1	435	470	3313	Al Lavabo	039
@loputosatir	<a href="https://twitter.com/loputosatir" target="_blank">loputosatir</a>	4	0	1	883	2455	22573	Sota l'ombra de l'atzavara	004
@lordbmoncunill	<a href="https://twitter.com/lordbmoncunill" target="_blank">lordbmoncunill</a>	2	1	0	24	111	148		271
@LordCaptainLol	<a href="https://twitter.com/LordCaptainLol" target="_blank">LordCaptainLol</a>	34	0	3	69	126	8400		038
@lorenaperezpar1	<a href="https://twitter.com/lorenaperezpar1" target="_blank">lorenaperezpar1</a>	1	0	1	158	308	6732		072
@LotaJans	<a href="https://twitter.com/LotaJans" target="_blank">LotaJans</a>	0	1	0					269
@loulofish	<a href="https://twitter.com/loulofish" target="_blank">loulofish</a>	2	0	1	29	141	270	barcelona	010
@LoVilot	<a href="https://twitter.com/LoVilot" target="_blank">LoVilot</a>	1	0	1	192	614	4582	Catalunya	013
@lptrabal	<a href="https://twitter.com/lptrabal" target="_blank">lptrabal</a>	2	0	2	6	95	890		019
@lsegurap	<a href="https://twitter.com/lsegurap" target="_blank">lsegurap</a>	5	0	1	225	346	8323	Alpicat - Lleida	001
@Luciano1Alberti	<a href="https://twitter.com/Luciano1Alberti" target="_blank">Luciano1Alberti</a>	2	0	1	844	1147	30058		192
@LuciMonterde	<a href="https://twitter.com/LuciMonterde" target="_blank">LuciMonterde</a>	20	0	1	870	870	34715		037
@LuckyAlessandro	<a href="https://twitter.com/LuckyAlessandro" target="_blank">LuckyAlessandro</a>	2	0	1	409	86	8642	Españistán	072
@luisdvelasco	<a href="https://twitter.com/luisdvelasco" target="_blank">luisdvelasco</a>	1	0	1	5920	735	21980	Madrid ("No ens roba")	217
@lumavi2010	<a href="https://twitter.com/lumavi2010" target="_blank">lumavi2010</a>	1	0	1	10	42	188		197
@LVDGAVA	<a href="https://twitter.com/LVDGAVA" target="_blank">LVDGAVA</a>	2	0	1	256	528	7948	Gavà, España	007
@M_Aseret	<a href="https://twitter.com/M_Aseret" target="_blank">M_Aseret</a>	12	0	2	457	1139	15250	Barcelona	011
@M_BrokenLeg	<a href="https://twitter.com/M_BrokenLeg" target="_blank">M_BrokenLeg</a>	22	0	1	8965	6516	308583	BCN/Lluçanès, Catalunya	054
@macca1877	<a href="https://twitter.com/macca1877" target="_blank">macca1877</a>	1	0	1	2704	3229	31568	Scotland	001
@macia68	<a href="https://twitter.com/macia68" target="_blank">macia68</a>	1	0	1	479	892	6021	Alòs de Balaguer	105
@MAd_PIp	<a href="https://twitter.com/MAd_PIp" target="_blank">MAd_PIp</a>	2	0	1	28	32	2107		001
@madovi19571	<a href="https://twitter.com/madovi19571" target="_blank">madovi19571</a>	19	0	1	442	42	72573		022
@mafaldaviolant	<a href="https://twitter.com/mafaldaviolant" target="_blank">mafaldaviolant</a>	5	0	1	497	695	5509		199
@magatzem	<a href="https://twitter.com/magatzem" target="_blank">magatzem</a>	5	0	1	96	117	6317		007
@magdacas	<a href="https://twitter.com/magdacas" target="_blank">magdacas</a>	0	9	0					003
@magdalaveca	<a href="https://twitter.com/magdalaveca" target="_blank">magdalaveca</a>	34	0	1	93	602	9742	Catalunya	225
@Mahalta2	<a href="https://twitter.com/Mahalta2" target="_blank">Mahalta2</a>	4	0	1	22	58	1616		094
@maikarobert	<a href="https://twitter.com/maikarobert" target="_blank">maikarobert</a>	6	0	1	383	874	3697	Vilanova i la Geltrú	082
@maite_sabater	<a href="https://twitter.com/maite_sabater" target="_blank">maite_sabater</a>	4	0	1	27	223	1017		001
@maitema1973	<a href="https://twitter.com/maitema1973" target="_blank">maitema1973</a>	21	0	2	1347	1558	108608		001
@Majoral33	<a href="https://twitter.com/Majoral33" target="_blank">Majoral33</a>	14	0	2	591	1583	3205		010
@makafaskas	<a href="https://twitter.com/makafaskas" target="_blank">makafaskas</a>	2	0	1	205	399	6891		072
@malzuria	<a href="https://twitter.com/malzuria" target="_blank">malzuria</a>	1	1	0	74	179	6543	Barcelona	270
@manel_martinezg	<a href="https://twitter.com/manel_martinezg" target="_blank">manel_martinezg</a>	13	0	1	220	184	46308		006
@manelanzon	<a href="https://twitter.com/manelanzon" target="_blank">manelanzon</a>	3	0	1	460	1300	3230	Calafell, Tarragona	001
@Manelitus_cp	<a href="https://twitter.com/Manelitus_cp" target="_blank">Manelitus_cp</a>	1	0	1	223	571	1691	Barcelona, Catalunya	072
@ManfredFerrus	<a href="https://twitter.com/ManfredFerrus" target="_blank">ManfredFerrus</a>	3	0	1	159	307	5804		001
@MangelscmAngels	<a href="https://twitter.com/MangelscmAngels" target="_blank">MangelscmAngels</a>	5	0	1	13	174	1240	Barcelona, Cataluña	066
@mangelsgarcia	<a href="https://twitter.com/mangelsgarcia" target="_blank">mangelsgarcia</a>	3	0	1	1027	1226	31616	Catalunya	006
@manipulacions	<a href="https://twitter.com/manipulacions" target="_blank">manipulacions</a>	1	1	0	42	325	247	Helsinki, Finlandia	273
